426559582895230976	Bambino	other
426559582895230976	:D	other
416002744642576385	@JhonCristian	other
416002744642576385	♡	other
416002744642576385	<<<	other
433073646857228288	@Audreyy_torres	other
433073646857228288	mhmmm	other
433073646857228288	-.-	other
432407522633191424	Ummm	other
432407522633191424	...	other
430936532803788800	Ummm	other
430545447564767235	@Monimaravilla19	other
430545447564767235	*	other
430545447564767235	jk	other
427687490909007872	Ewwww	other
425758433883590656	@Audreyy_torres	other
425758433883590656	whoaaaa	other
425758433883590656	lol	other
424554794477293569	@sanluispotoyees	other
424554794477293569	.?..	other
423228647290318848	@Yessy1584G	other
423228647290318848	-.-	other
422945058975780864	@sanluispotoyees	other
422945058975780864	*	other
422945058975780864	183	other
422945058975780864	...	other
422945058975780864	-.-	other
435980396875247616	@delatorregee	other
435980396875247616	cutayyyy	other
435980396875247616		other
435589715454992384	@marlenevd5	other
435589715454992384		other
435589715454992384		other
435334943174971392	Yyyyyyyyyyyyy	other
435334943174971392	?!	other
434134419578707968	@kcarrera25	other
434134419578707968		other
434134419578707968		other
434134419578707968		other
425467606682697728	"	other
425467606682697728	@acarrera3	other
425467606682697728	:	other
425467606682697728	LMFAO	other
425467606682697728	"	other
425377724681945088	@FabiolaCarrera2	other
425377724681945088	kcarrera25	other
425327100866740224	.....	other
424469980436914178	"	other
424469980436914178	@ImThatGentleman	other
424469980436914178	:	other
424469980436914178	#TeamNoSleep	other
424469980436914178	"	other
424469980436914178		other
424469980436914178		other
424469980436914178		other
416474162341752832	@Nayeli_Irianaaa	other
416474162341752832	:	other
416474162341752832	****	other
414677789170610176	.............	other
437826733731897346	Work	english
437826733731897346	Tomorrow	english
437826733731897346	!	other
437826733731897346	10	other
437826733731897346	days	english
437826733731897346	till	english
437826733731897346	payday	english
437826733731897346	!	other
437826733731897346	;)	other
437817201672728577	Today	english
437817201672728577	was	english
437817201672728577	fun	english
437817201672728577	!	other
437817125160251392	Tired	english
437817125160251392	.	other
437447666486624257	@Damaariz_	other
437447666486624257	lmfao	english
437447666486624257	xD	other
437446886383812608	@Damaariz_	other
437446886383812608	#stopmexicangirls2014	english
437446886383812608	lol	english
436711090999660545	Anyone	english
436711090999660545	can	english
436711090999660545	tell	english
436711090999660545	you	english
436711090999660545	what	english
436711090999660545	you	english
436711090999660545	Need	english
436711090999660545	to	english
436711090999660545	be	english
436711090999660545	...	other
436711090999660545	but	english
436711090999660545	it	english
436711090999660545	's	english
436711090999660545	up	english
436711090999660545	to	english
436711090999660545	you	english
436711090999660545	to	english
436711090999660545	choose	english
436711090999660545	what	english
436711090999660545	You	english
436711090999660545	Want	english
436711090999660545	to	english
436711090999660545	be	english
436711090999660545	:)	other
436710510377979904	Goes	english
436710510377979904	to	english
436710510377979904	show	english
436710510377979904	..	other
436710510377979904	you	english
436710510377979904	either	english
436710510377979904	sit	english
436710510377979904	there	english
436710510377979904	& let	other
436710510377979904	oth	english
436710510377979904	rs har	english
436710510377979904	h wor	english
436710510377979904	s dic	english
436710510377979904	ate you	english
436710510377979904	 lif	english
436710510377979904	.. o	english
436710510377979904	r 	other
436710510377979904	ou	english
436710510377979904	cha	english
436710510377979904	lenge the	english
436710510377979904	 & p	english
436710510377979904	ove t	other
436710510377979904	em wr	english
436710510377979904	ng!:	english
436710510377979904		english
436710510377979904		other
436710510377979904		other
436710057418309632	Might	english
436710057418309632	not	english
436710057418309632	be	english
436710057418309632	continuing	english
436710057418309632	w	english
436710057418309632	school	english
436710057418309632	but	english
436710057418309632	I	english
436710057418309632	'm	english
436710057418309632	happy	english
436710057418309632	w	english
436710057418309632	my	english
436710057418309632	life	english
436710057418309632	:)	other
436710057418309632	college	english
436710057418309632	ai	english
436710057418309632	n't	english
436710057418309632	for	english
436710057418309632	everybody	english
436710057418309632	I	english
436710057418309632	'm	english
436710057418309632	more	english
436710057418309632	of	english
436710057418309632	a	english
436710057418309632	hands	english
436710057418309632	on	english
436710057418309632	laborer	english
436710057418309632	kind	english
436710057418309632	of	english
436710057418309632	person	english
436710057418309632	!	other
436709557515984896	Graduated	english
436709557515984896	..	other
436709557515984896	did	english
436709557515984896	n't	english
436709557515984896	become	english
436709557515984896	a	english
436709557515984896	criminal	english
436709557515984896	(	other
436709557515984896	except	english
436709557515984896	for	english
436709557515984896	the	english
436709557515984896	few	english
436709557515984896	traffic	english
436709557515984896	violations	english
436709557515984896	lol	english
436709557515984896	)	other
436709557515984896	..	other
436709557515984896	I	english
436709557515984896	have	english
436709557515984896	a	english
436709557515984896	job	english
436709557515984896	..	other
436709557515984896	take	english
436709557515984896	care	english
436709557515984896	of	english
436709557515984896	my	english
436709557515984896	fam	english
436709557515984896	& hav	other
436709557515984896	 a w	english
436709557515984896	n	english
436709557515984896	erful GF	english
436709557515984896		english
436709557515984896		other
435958403878232064	Been	english
435958403878232064	there	english
435958403878232064	done	english
435958403878232064	that	english
435958403878232064	...	other
435958403878232064	lol	english
435184333683302400	@Monimaravilla19	other
435184333683302400	MY	english
435184333683302400	NIGGAAA	other
434712531748139008	Sometimes	english
434712531748139008	I	english
434712531748139008	wish	english
434712531748139008	life	english
434712531748139008	had	english
434712531748139008	been	english
434712531748139008	easy	english
434712531748139008	..	other
434712531748139008	but	english
434712531748139008	then	english
434712531748139008	again	english
434712531748139008	..	other
434712531748139008	if	english
434712531748139008	it	english
434712531748139008	was	english
434712531748139008	..	other
434712531748139008	I	english
434712531748139008	would	english
434712531748139008	n't	english
434712531748139008	be	english
434712531748139008	who	english
434712531748139008	I	english
434712531748139008	am	english
434712531748139008	today	english
434712531748139008	!	other
434712531748139008	I	english
434712531748139008	'd	english
434712531748139008	be	english
434712531748139008	an	english
434712531748139008	arrogant	english
434712531748139008	obnoxious	english
434712531748139008	asshole	english
434712531748139008	!	other
434712531748139008	:)	other
434712020324077568	Their	english
434712020324077568	parents	english
434712020324077568	are	english
434712020324077568	so	english
434712020324077568	connected	english
434712020324077568	they	english
434712020324077568	'll	english
434712020324077568	reinstate	english
434712020324077568	them	english
434712020324077568	into	english
434712020324077568	college	english
434712020324077568	or	english
434712020324077568	find	english
434712020324077568	them	english
434712020324077568	a	english
434712020324077568	badass	english
434712020324077568	high	english
434712020324077568	paying	english
434712020324077568	job	english
434712020324077568	..	other
434711744707981312	Them	english
434711744707981312	Rich	english
434711744707981312	kids	english
434711744707981312	got	english
434711744707981312	it	english
434711744707981312	made	english
434711744707981312	...	other
434711744707981312	they	english
434711744707981312	're	english
434711744707981312	born	english
434711744707981312	into	english
434711744707981312	wealth	english
434711744707981312	,	other
434711744707981312	do	english
434711744707981312	n't	english
434711744707981312	gotta	english
434711744707981312	work	english
434711744707981312	to	english
434711744707981312	buy	english
434711744707981312	or	english
434711744707981312	fix	english
434711744707981312	their	english
434711744707981312	car	english
434711744707981312	,	other
434711744707981312	college	english
434711744707981312	is	english
434711744707981312	paid	english
434711744707981312	for	english
434711744707981312	& if 	other
434711744707981312	he	english
434711744707981312	 fai	english
434711744707981312	...	english
434711744707981312		other
434710466586095617	But	english
434710466586095617	little	english
434710466586095617	did	english
434710466586095617	you	english
434710466586095617	know	english
434710466586095617	..	other
434710466586095617	that	english
434710466586095617	happiness	english
434710466586095617	..	other
434710466586095617	it	english
434710466586095617	was	english
434710466586095617	just	english
434710466586095617	a	english
434710466586095617	front	english
434710466586095617	they	english
434710466586095617	put	english
434710466586095617	on	english
434710466586095617	to	english
434710466586095617	distract	english
434710466586095617	the	english
434710466586095617	real	english
434710466586095617	struggle	english
434710466586095617	in	english
434710466586095617	life	english
434710466586095617	..	other
434709844948307968	It	english
434709844948307968	's	english
434709844948307968	funny	english
434709844948307968	as	english
434709844948307968	a	english
434709844948307968	kid	english
434709844948307968	you	english
434709844948307968	wanted	english
434709844948307968	to	english
434709844948307968	be	english
434709844948307968	all	english
434709844948307968	grown	english
434709844948307968	up	english
434709844948307968	..	other
434709844948307968	you	english
434709844948307968	wanted	english
434709844948307968	a	english
434709844948307968	job	english
434709844948307968	,	other
434709844948307968	a	english
434709844948307968	car	english
434709844948307968	,	other
434709844948307968	a	english
434709844948307968	house	english
434709844948307968	,	other
434709844948307968	a	english
434709844948307968	family	english
434709844948307968	because	english
434709844948307968	you	english
434709844948307968	saw	english
434709844948307968	how	english
434709844948307968	happy	english
434709844948307968	the	english
434709844948307968	adults	english
434709844948307968	were	english
434709844948307968	..	other
434709415908757504	I	english
434709415908757504	like	english
434709415908757504	to	english
434709415908757504	dig	english
434709415908757504	into	english
434709415908757504	my	english
434709415908757504	past	english
434709415908757504	& rem	other
434709415908757504	mber all	english
434709415908757504	the	english
434709415908757504	goo	english
434709415908757504	 tim	english
434709415908757504	s I h	english
434709415908757504	d	english
434709415908757504	. b	english
434709415908757504	ec	other
434709415908757504	use my 	english
434709415908757504	hi	english
434709415908757504	dhood is 	english
434709415908757504	om	english
434709415908757504	thing tha	english
434709415908757504	 I e	english
434709415908757504	d	english
434709415908757504	d fai	english
434709415908757504	ly qui	english
434709415908757504	k..	english
434709415908757504		other
434198350221430784	@Jason100Fires	other
434198350221430784	she	english
434198350221430784	's	english
434198350221430784	feelinh	english
434198350221430784	down	english
434198350221430784	tell	english
434198350221430784	her	english
434198350221430784	she	english
434198350221430784	'll	english
434198350221430784	feel	english
434198350221430784	better	english
434198350221430784	at	english
434198350221430784	least	english
434198350221430784	one	english
434198350221430784	hit	english
434198350221430784	lmfao	english
434198350221430784	xD	other
434196381985546241	@Jason100Fires	other
434196381985546241	get	english
434196381985546241	her	english
434196381985546241	high	english
434196381985546241	lmao	english
434179840204238848	@_shedopeee	other
434179840204238848	but	english
434179840204238848	you	english
434179840204238848	do	english
434179840204238848	that	english
434179840204238848	's	english
434179840204238848	why	english
434179840204238848	you	english
434179840204238848	replied	english
434179840204238848	lol	english
434175111176806400	@_shedopeee	other
434175111176806400	lol	english
434175111176806400	EXACTLY	english
434175111176806400	!	other
434175111176806400	/	other
434175111176806400	.	other
434175111176806400	-	other
434175111176806400	ur	english
434175111176806400	too	english
434175111176806400	slow	english
434175111176806400	to	english
434175111176806400	get	english
434175111176806400	what	english
434175111176806400	I	english
434175111176806400	said	english
434175111176806400	lol	english
434175111176806400	jk	english
434174319338328064	@_shedopeee	other
434174319338328064	girl	english
434174319338328064	swerveeee	english
434174319338328064	up	english
434174319338328064	out	english
434174319338328064	my	english
434174319338328064	laneeee	english
434174319338328064	!!!	other
434174319338328064	We	english
434174319338328064	in	english
434174319338328064	the	english
434174319338328064	fast	english
434174319338328064	lane	english
434174319338328064	doin	english
434174319338328064	100	other
434174319338328064	 	other
434174319338328064	hile 	english
434174319338328064	all 	english
434174319338328064	tuck 	english
434174319338328064	n 	english
434174319338328064	he 	english
434174319338328064	low 	english
434174319338328064	ane 	english
434174319338328064	rawlin 	english
434174319338328064	]	other
434174319338328064	 	other
434174319338328064	ol 	english
434174319338328064	k	other
433821199206862848	@Monimaravilla19	other
433821199206862848	and	english
433821199206862848	got	english
433821199206862848	us	english
433821199206862848	to	english
433821199206862848	chill	english
433821199206862848	against	english
433821199206862848	one	english
433821199206862848	another	english
433821199206862848	:)	other
433821199206862848	he	english
433821199206862848	was	english
433821199206862848	kind	english
433821199206862848	of	english
433821199206862848	inspiring	english
433821199206862848	in	english
433821199206862848	some	english
433821199206862848	aspects	english
433821199206862848	:)	other
433819036124590080	@Monimaravilla19	other
433819036124590080	I	english
433819036124590080	think	english
433819036124590080	anyone	english
433819036124590080	who	english
433819036124590080	got	english
433819036124590080	to	english
433819036124590080	meet	english
433819036124590080	him	english
433819036124590080	misses	english
433819036124590080	him	english
433819036124590080	..	other
433819036124590080	he	english
433819036124590080	was	english
433819036124590080	so	english
433819036124590080	kind	english
433819036124590080	and	english
433819036124590080	respectful	english
433819036124590080	to	english
433819036124590080	everybody	english
433819036124590080	:)	other
433099209693085696	Ohhh	english
433099209693085696	sheeeettttt	english
433099209693085696	nouuuu	english
433099209693085696	not	english
433099209693085696	this	english
433099209693085696	oneeee	english
433099209693085696	:((((((	other
433087898309500928	@Lesambam	other
433087898309500928	NIGGAAA	english
433087898309500928	!!!	other
433087898309500928	BOUT	english
433087898309500928	TIMEEE	english
433087898309500928	!!!	other
433087898309500928	NOW	english
433087898309500928	YOU	english
433087898309500928	'RE	english
433087898309500928	WIFEY	english
433087898309500928	MATERIALLL	english
433087898309500928	!!!	other
433087898309500928	LOL	english
433087898309500928	but	english
433087898309500928	seriously	english
433087898309500928	though	english
433087898309500928	some	english
433087898309500928	breathing	english
433087898309500928	room	english
433087898309500928	only	english
433087898309500928	makes	english
433087898309500928	me	english
433087898309500928	want	english
433087898309500928	you	english
433087898309500928	MORE	english
433087898309500928		other
433086762106101760	@Lesambam	other
433086762106101760	sure	english
433086762106101760	areee	english
433086762106101760		other
433073516699602944	This	english
433073516699602944	is	english
433073516699602944	why	english
433073516699602944	I	english
433073516699602944	do	english
433073516699602944	n't	english
433073516699602944	tell	english
433073516699602944	you	english
433073516699602944	nothin	english
433073516699602944	..	other
433073516699602944	swear	english
433073516699602944	you	english
433073516699602944	take	english
433073516699602944	everything	english
433073516699602944	the	english
433073516699602944	wrong	english
433073516699602944	way	english
433073516699602944	...	other
433073516699602944	lighten	english
433073516699602944	up	english
433073516699602944	..	other
433073516699602944	get	english
433073516699602944	that	english
433073516699602944	stick	english
433073516699602944	outta	english
433073516699602944	ur	english
433073516699602944	ass	english
433073516699602944	...	other
433070893472837632	My	english
433070893472837632	GF	english
433070893472837632	got	english
433070893472837632	it	english
433070893472837632	in	english
433070893472837632	the	english
433070893472837632	bag	english
433070893472837632	!	other
433070893472837632	I	english
433070893472837632	ai	english
433070893472837632	n't	english
433070893472837632	goin	english
433070893472837632	nowhereees	english
433070893472837632	!!!	other
433070893472837632	Even	english
433070893472837632	if	english
433070893472837632	I	english
433070893472837632	tried	english
433070893472837632	(	other
433070893472837632	I	english
433070893472837632	wo	english
433070893472837632	n't	english
433070893472837632	of	english
433070893472837632	course	english
433070893472837632	)	other
433070893472837632	specially	english
433070893472837632	since	english
433070893472837632	my	english
433070893472837632	gf	english
433070893472837632	swore	english
433070893472837632	shed	english
433070893472837632	cut	english
433070893472837632	my	english
433070893472837632	8	other
433070893472837632	==D	other
433070893472837632	Off	english
433070893472837632	'	other
433070893472837632	0	other
433070893472837632	'	other
433069191566856192	& kno	other
433069191566856192	 how	english
433069191566856192	to 	english
433069191566856192	oo	english
433069191566856192	!	english
433069191566856192		other
433069136625672192	If	english
433069136625672192	I	english
433069136625672192	were	english
433069136625672192	2	other
433069136625672192	cheat	english
433069136625672192	on	english
433069136625672192	my	english
433069136625672192	Gf	english
433069136625672192	I	english
433069136625672192	dnt	english
433069136625672192	think	english
433069136625672192	it	english
433069136625672192	'd	english
433069136625672192	ever	english
433069136625672192	happen	english
433069136625672192	!	other
433069136625672192	Lol	english
433069136625672192	I	english
433069136625672192	'm	english
433069136625672192	super	english
433069136625672192	picky	english
433069136625672192	!	other
433069136625672192	u	english
433069136625672192	gotta	english
433069136625672192	have	english
433069136625672192	brains	english
433069136625672192	& bea	other
433069136625672192	ty 2 i	english
433069136625672192	p	other
433069136625672192	ess me!	english
433069136625672192	& 	english
433069136625672192	a	other
433069136625672192	 made	other
433069136625672192	o	english
433069136625672192	 	other
433069136625672192	old	english
433069136625672192		english
433069136625672192		english
433067740316696576	Giving	english
433067740316696576	someone	english
433067740316696576	a	english
433067740316696576	smile	english
433067740316696576	!	other
433067740316696576	That	english
433067740316696576	's	english
433067740316696576	all	english
433067740316696576	that	english
433067740316696576	matters	english
433067740316696576	!!	other
433067740316696576	It	english
433067740316696576	goes	english
433067740316696576	a	english
433067740316696576	long	english
433067740316696576	way	english
433067740316696576	!!	other
433067740316696576	:)	other
433067740316696576	Smiling	english
433067740316696576	is	english
433067740316696576	contagious	english
433067740316696576	:D	other
433066873018535937	Idk	english
433066873018535937	..	other
433066873018535937	oh	english
433066873018535937	well	english
433066873018535937	..	other
433066873018535937	at	english
433066873018535937	least	english
433066873018535937	I	english
433066873018535937	'm	english
433066873018535937	making	english
433066873018535937	ppl	english
433066873018535937	smile	english
433066873018535937	& mak	other
433066873018535937	ng the	english
433066873018535937	 fee	english
433066873018535937	 bet	english
433066873018535937	er abo	english
433066873018535937	t the	english
433066873018535937	selves:)..	english
433066873018535937		other
433066873018535937		other
433066459770540032	That	english
433066459770540032	causes	english
433066459770540032	me	english
433066459770540032	to	english
433066459770540032	have	english
433066459770540032	High	english
433066459770540032	Expectations	english
433066459770540032	from	english
433066459770540032	ppl	english
433066459770540032	& whe	other
433066459770540032	 the	english
433066459770540032	 let	english
433066459770540032	me 	english
433066459770540032	ow	english
433066459770540032	.. I	english
